Customer_ID,Recency_Days,Frequency,Monetary,Avg_Order_Value,Total_Quantity,Unique_Products,Tenure_Days,Repeat_Purchase_90d
12622,140,1,180.1,180.1,69,11,0,0
12623,184,7,3747.84,535.4057142857143,1971,112,420,0
12624,14,2,641.13,320.565,355,36,71,0
12625,119,4,5164.88,1291.22,3309,144,384,0
12626,20,6,4774.0,795.6666666666666,2337,170,214,1
12627,4,5,2727.83,545.566,1575,112,44,1
12629,293,2,1558.22,779.11,722,40,37,0
12631,364,5,2841.07,568.214,1371,105,237,1
12632,428,2,804.88,402.44,694,32,44,0
12633,37,6,5462.93,910.4883333333333,3144,213,395,1
12634,443,2,490.0,245.0,337,20,12,0
12635,62,3,1924.8700000000001,641.6233333333333,1176,106,301,1
12636,646,1,141.0,141.0,1,1,0,0
12637,1,10,6635.11,663.5110000000001,3386,273,450,1
12638,547,1,249.8,249.8,86,9,0,1
12639,146,3,1312.3700000000001,437.4566666666667,631,58,389,0
12641,23,1,185.9,185.9,72,10,0,0
12642,15,1,366.45,366.45,277,24,0,1
12643,36,12,8304.82,692.0683333333333,4665,14,482,0
12644,37,4,1918.49,479.62249999999995,1032,106,564,0
12645,17,7,3074.98,439.28285714285715,1866,106,559,1
12647,34,33,16119.44,488.4678787878788,6241,229,568,1
12648,62,4,1112.0,278.0,518,38,546,0
12649,15,8,2294.65,286.83125,1959,94,588,0
12651,242,4,377.75,94.4375,265,30,130,0
12652,239,2,1017.0300000000001,508.515,536,51,102,0
12653,56,3,4160.83,1386.9433333333334,1681,76,378,0
12654,105,3,337.75,112.58333333333333,151,19,97,1
12655,331,1,261.35,261.35,80,16,0,0
12656,24,6,5177.33,862.8883333333333,2417,140,446,1
12661,344,1,162.0,162.0,216,11,0,0
12662,15,16,5530.42,345.65125,2766,135,510,1
12663,532,2,239.4,119.7,181,9,43,0
12664,51,5,3145.64,629.128,797,10,583,1
12665,232,3,313.6,104.53333333333335,165,13,344,0
12666,302,1,1248.42,1248.42,370,31,0,0
12668,167,9,10500.35,1166.7055555555555,4749,258,417,1
12669,58,3,2744.0299999999997,914.6766666666666,1115,98,105,0
12670,6,5,2398.71,479.742,991,54,567,1
12671,514,1,2622.481,2622.481,1460,45,0,0
12672,237,2,437.05,218.525,138,22,265,0
12673,234,2,840.4,420.2,520,52,75,1
12674,78,2,976.8,488.4,494,30,37,1
12675,461,2,957.25,478.625,336,111,24,0
12676,31,9,2509.75,278.8611111111111,1691,58,359,1
12677,463,2,395.1,197.55,176,13,111,0
12678,8,18,24934.98,1385.2766666666666,16644,186,600,1
12679,113,2,906.38,453.19000000000005,407,43,77,1
12680,21,1,311.78,311.78,230,20,0,1
12681,59,38,25913.8,681.9421052631578,14894,424,574,1
12682,8,41,18890.32,460.73951219512196,8498,281,638,1
12683,0,18,9779.32,543.2955555555556,6012,224,633,1
12684,78,4,1379.48,344.87,1274,37,42,1
12685,0,2,1606.42,803.21,917,83,1,1
12686,279,1,89.14,89.14,107,7,0,0
12687,388,2,2138.91,1069.455,1403,126,0,0
12688,21,1,4873.81,4873.81,3028,171,0,0
12689,35,1,511.03000000000003,511.03000000000003,281,34,0,1
12690,113,1,389.01,389.01,106,16,0,0
12691,53,5,690.9,138.18,249,20,275,1
12692,545,1,110.95,110.95,36,13,0,0
12693,35,7,1703.02,243.28857142857143,536,63,395,0
12694,91,2,1413.18,706.5899999999999,1169,62,237,1
12695,15,5,1158.92,231.78400000000002,406,41,557,1
12696,342,2,851.91,425.955,564,43,74,0
12697,39,2,733.91,366.95500000000004,359,27,37,1
12698,498,1,339.75,339.75,111,16,0,0
12699,325,1,638.11,638.11,373,41,0,0
12700,64,2,2149.05,1074.525,1376,110,58,1
12701,150,5,1985.78,397.15600000000006,1295,92,390,1
12703,541,3,722.98,240.99333333333334,431,44,51,1
12704,13,3,1100.92,366.97333333333336,465,40,63,1
12705,66,9,9056.33,1006.2588888888889,5790,283,375,1
12707,199,1,603.42,603.42,256,33,0,0
12708,9,15,4436.52,295.76800000000003,2114,115,619,1
12709,4,30,27786.03,926.2009999999999,12691,189,634,1
12710,4,3,1149.02,383.00666666666666,851,75,104,0
12711,519,2,1339.05,669.5250000000001,770,56,65,0
12712,14,19,6239.9800000000005,328.42,2086,123,623,1
12714,14,11,12774.55,1161.3227272727272,7963,402,628,1
12715,14,1,343.36,343.36,192,20,0,0
12716,41,1,677.9,677.9,503,45,0,1
12717,59,3,1308.91,436.30333333333334,600,60,439,0
12720,2,22,5695.39,258.88136363636363,4430,230,412,1
12721,91,6,3055.86,509.30999999999995,1829,146,288,1
12722,22,3,929.65,309.8833333333334,559,48,35,1
12724,81,5,1566.47,313.294,1112,72,361,1
12725,279,4,2266.76,566.69,1142,92,213,0
12726,92,9,2872.8199999999997,319.2022222222222,3417,52,439,1
12727,3,9,5036.53,559.6144444444444,2490,114,559,1
12728,165,4,851.15,212.78750000000002,380,39,126,1
12729,21,1,453.01,453.01,233,26,0,0
12730,429,1,829.25,829.25,234,47,0,0
12731,52,13,18204.05,1400.3115384615385,8643,114,503,1
12732,87,1,236.26000000000002,236.26000000000002,111,12,0,0
12733,142,4,2424.87,606.2175,896,117,455,0
12734,260,3,639.65,213.2166666666667,265,17,39,0
12735,223,2,779.5699999999999,389.78499999999997,368,38,21,0
12736,240,1,234.0,234.0,173,4,0,0
12737,406,2,3710.5,1855.25,2,2,0,0
12738,280,1,155.35,155.35,148,11,0,0
12739,7,3,2689.23,896.41,950,85,295,1
12741,437,2,406.07,203.035,214,16,3,0
12742,533,1,1201.52,1201.52,1359,67,0,0
12743,42,2,540.13,270.065,315,114,0,0
12744,52,9,18249.74,2027.748888888889,6393,232,446,1
12745,394,3,925.41,308.47,468,21,195,0
12746,448,1,254.55,254.55,97,17,0,0
12747,17,23,7471.87,324.86391304347825,2227,79,622,1
12748,1,258,34153.21,132.37678294573644,20578,1826,641,1
12749,38,7,5561.71,794.53,1969,219,390,1
12750,36,1,275.88,275.88,137,15,0,0
12751,352,1,268.27,268.27,189,61,0,0
12753,43,5,16620.91,3324.182,9211,114,226,1
12754,143,3,3010.74,1003.5799999999999,6481,49,72,0
12755,188,11,5236.26,476.0236363636364,2293,34,413,0
12757,50,7,5281.08,754.4399999999999,918,89,68,1
12758,24,7,9903.24,1414.7485714285715,6155,187,621,0
12759,79,7,4571.82,653.1171428571428,2930,188,563,1
12760,363,1,347.8,347.8,198,21,0,0
12761,365,2,782.95,391.475,281,27,7,0
12763,46,2,494.08,247.04,316,16,230,0
12764,224,1,1693.88,1693.88,386,45,0,0
12765,380,6,1404.58,234.09666666666666,1009,49,169,0
12766,57,7,6881.55,983.0785714285714,3871,217,258,1
12767,283,1,949.82,949.82,598,43,0,0
12768,358,1,168.69,168.69,102,10,0,0
12769,146,1,1143.6,1143.6,356,32,0,0
12770,118,2,3246.45,1623.225,1843,19,245,0
12771,393,1,282.3,282.3,104,15,0,0
12773,472,1,124.25,124.25,109,6,0,0
12774,443,1,98.7,98.7,53,6,0,0
12775,97,6,1464.76,244.12666666666667,946,45,219,1
12776,575,1,55.5,55.5,46,4,0,0
12777,365,1,519.45,519.45,458,26,0,0
12778,91,7,1445.51,206.50142857142856,1368,66,419,1
12779,97,13,5492.16,422.4738461538461,2862,123,547,1
12780,506,1,337.4,337.4,285,20,0,0
12781,192,1,549.26,549.26,346,15,0,1
12782,57,10,4365.99,436.599,1889,135,369,1
12784,437,1,1230.33,1230.33,582,72,0,1
12785,272,3,1100.4,366.8,453,42,366,0
12786,517,1,728.5000000000001,728.5000000000001,324,18,0,0
12787,100,2,556.62,278.31,314,28,220,1
12788,371,4,444.90000000000003,111.22500000000001,194,20,65,0
12789,420,2,181.5,90.75,32,2,181,1
12790,100,2,591.85,295.925,306,36,218,0
12791,281,6,863.51,143.91833333333332,353,17,250,0
12792,164,2,827.01,413.505,394,39,278,0
12793,242,3,885.53,295.1766666666667,461,34,66,0
12794,6,1,317.0,317.0,227,20,0,1
12796,536,1,381.0,381.0,182,7,0,0
12797,273,2,552.08,276.04,215,27,58,0
12798,78,2,3140.9300000000003,1570.4650000000001,5455,27,250,1
12799,437,1,219.35,219.35,137,15,0,0
12800,378,3,584.25,194.75,284,31,206,0
12801,408,1,1071.82,1071.82,505,50,0,0
12802,94,7,2416.42,345.20285714285717,1972,108,377,0
12803,301,1,1092.81,1092.81,872,55,0,0
12804,373,2,325.37,162.685,270,60,34,0
12805,289,4,1434.95,358.7375,593,44,293,0
12806,343,4,2878.96,719.74,2087,58,153,0
12807,291,1,330.35,330.35,145,16,0,0
12808,92,4,574.4,143.6,242,35,278,1
12809,85,3,1755.94,585.3133333333334,518,75,469,0
12810,442,2,534.99,267.495,389,32,142,0
12811,168,5,1033.9,206.78000000000003,435,47,166,0
12813,409,3,1687.8,562.6,1141,37,191,0
12814,9,1,125.92,125.92,49,2,0,0
12815,55,2,1063.46,531.73,379,38,50,0
12816,3,2,572.2,286.1,128,27,80,0
12817,189,3,690.98,230.32666666666668,219,16,153,0
12818,169,1,1542.08,1542.08,929,14,0,0
12819,366,1,540.52,540.52,344,19,0,0
12820,234,8,1917.64,239.705,1388,91,407,1
12821,122,2,220.8,110.4,162,13,397,0
12823,35,17,5966.0,350.94117647058823,860,1,552,1
12825,429,2,518.63,259.315,139,20,120,0
12826,86,9,2144.65,238.29444444444445,1578,86,542,1
12828,7,3,415.51,138.50333333333333,157,23,31,1
12829,244,3,385.3,128.43333333333334,550,17,213,0
12830,42,4,5204.0,1301.0,6344,13,37,1
12831,170,3,451.11,150.37,303,16,200,0
12832,6,1,267.8,267.8,132,18,0,1
12833,53,1,417.38,417.38,156,24,0,0
12834,190,1,312.38,312.38,110,18,0,0
12835,335,41,5996.83,146.2641463414634,2349,138,308,0
12836,45,14,6061.9,432.9928571428572,2027,252,601,1
12837,81,2,662.66,331.33000000000004,194,83,396,0
12838,281,9,2694.75,299.4166666666667,1479,177,219,1
12839,0,21,7175.09,341.6709523809524,4842,139,640,1
12840,51,7,4041.9700000000003,577.4242857142857,2258,109,530,0
12841,14,32,5796.53,181.1415625,4093,253,412,1
12842,216,3,1109.73,369.91,497,27,429,1
12843,67,29,6573.41,226.66931034482758,3027,129,567,1
12844,38,3,497.52,165.84,175,68,463,1
12845,175,4,354.09000000000003,88.52250000000001,204,26,22,0
12846,590,1,15.58,15.58,1,1,0,0
12847,295,1,765.36,765.36,624,34,0,1
12848,583,1,208.0,208.0,58,16,0,0
12849,176,5,2701.03,540.206,1747,110,322,1
12850,353,1,330.0,330.0,200,2,0,0
12851,4,2,280.76,140.38,157,71,380,0
12852,202,1,311.55,311.55,149,17,0,0
12853,42,11,3907.5,355.22727272727275,1668,111,537,0
12854,149,6,2465.09,410.84833333333336,1426,166,487,1
12855,280,4,612.84,153.21,240,65,29,0
12857,118,6,3688.0,614.6666666666666,1420,71,472,0
12858,291,1,147.27,147.27,51,36,0,0
12859,366,1,575.1,575.1,292,21,0,0
12860,601,1,54.22,54.22,26,16,0,0
12861,527,1,68.25,68.25,27,4,0,0
12862,333,2,984.62,492.31,611,119,69,0
12863,287,5,2271.35,454.27,707,23,210,1
12864,46,2,299.57,149.785,447,5,369,0
12865,31,3,2736.62,912.2066666666666,1598,131,352,1
12866,191,3,1227.35,409.1166666666666,553,58,219,0
12867,4,12,6835.88,569.6566666666666,6958,338,626,1
12868,93,8,2043.76,255.47000000000003,1170,86,207,0
12869,589,1,337.66999999999996,337.66999999999996,144,35,0,0
12870,283,3,1676.95,558.9833333333333,906,85,248,0
12871,115,2,495.38,247.69,364,9,232,1
12872,234,12,3283.96,273.66333333333336,1642,217,409,0
12873,190,3,2027.3,675.7666666666667,786,33,399,0
12874,293,2,948.42,474.21,623,44,169,0
12875,51,5,1356.9900000000002,271.398,5187,2,554,0
12876,104,3,2590.2,863.4,1757,92,394,1
12877,32,17,2465.6,145.03529411764708,1764,93,566,1
12878,144,2,854.99,427.495,547,38,29,0
12880,289,2,640.13,320.065,279,32,192,0
12881,183,1,298.0,298.0,21,7,0,0
12885,31,1,645.35,645.35,346,39,0,1
12886,127,1,775.0,775.0,416,47,0,1
12887,291,1,222.4,222.4,100,13,0,0
12888,122,2,354.12,177.06,76,4,41,0
12889,289,4,385.46000000000004,96.36500000000001,124,25,121,0
12890,295,1,329.3,329.3,201,56,0,1
12891,93,11,840.5,76.4090909090909,2325,2,473,0
12892,304,1,263.38,263.38,140,18,0,0
12894,483,1,157.35,157.35,33,21,0,0
12897,112,4,514.25,128.5625,249,10,339,0
12898,371,2,296.21,148.105,235,27,195,0
12899,321,1,366.4,366.4,108,17,0,0
12900,330,1,340.33000000000004,340.33000000000004,139,13,0,0
12901,16,19,11639.470000000001,612.6036842105264,12420,29,162,1
12902,172,1,138.68,138.68,66,10,0,0
12903,336,1,833.5300000000001,833.5300000000001,493,41,0,0
12904,80,1,244.69,244.69,165,32,0,1
12905,484,2,1018.42,509.21,532,52,105,0
12907,303,2,508.91,254.45499999999998,177,23,98,0
12908,84,5,1776.0,355.2,3000,1,453,0
12909,109,6,2452.89,408.815,1454,98,451,1
12910,42,9,4208.38,467.59777777777776,2770,53,487,1
12911,459,1,1651.72,1651.72,807,220,0,0
12913,190,11,4666.0,424.1818181818182,2012,31,455,1
12914,308,1,223.98,223.98,336,9,0,0
12915,56,4,975.1,243.775,411,46,440,0
12916,46,7,4479.73,639.9614285714285,1681,82,545,0
12917,36,6,4359.2,726.5333333333333,1104,45,602,0
12918,534,1,10953.5,10953.5,1,1,0,0
12919,24,3,441.65,147.21666666666667,203,12,53,1
12920,479,3,323.86,107.95333333333333,292,32,153,1
12921,6,61,28729.62,470.9773770491803,17853,264,639,1
12922,69,1,405.38,405.38,370,28,0,0
12923,298,2,597.6,298.8,162,28,184,1
12924,106,11,2190.97,199.1790909090909,1227,45,532,1
12925,500,1,35.28,35.28,108,5,0,1
12926,319,4,1523.97,380.9925,754,202,314,0
12927,302,1,197.31,197.31,145,11,0,0
12928,55,10,3378.33,337.83299999999997,2117,81,401,1
12929,219,1,117.85,117.85,37,8,0,0
12930,79,1,221.56,221.56,108,14,0,1
12931,9,53,82822.08,1562.6807547169813,56286,37,637,1
12932,447,8,1698.56,212.32,1609,69,128,0
12933,79,7,1386.59,198.08428571428573,828,178,557,1
12934,644,1,181.65,181.65,31,2,0,0
12935,17,12,3618.5,301.5416666666667,2616,93,497,1
12937,105,7,2021.57,288.79571428571427,1244,81,538,1
12939,46,16,21673.08,1354.5674999999999,8660,24,558,1
12941,632,1,377.49,377.49,381,27,0,0
12942,39,3,675.6,225.20000000000002,198,68,234,0
12943,466,2,496.5,248.24999999999997,222,22,47,0
12944,262,1,286.95,286.95,145,14,0,1
12945,196,2,900.11,450.055,446,47,367,0
12946,344,1,324.45,324.45,149,20,0,0
12947,51,6,1603.99,267.33166666666665,1165,83,229,0
12948,13,6,1676.44,279.4066666666667,1023,71,632,1
12949,22,21,14808.9,705.1857142857143,7900,332,621,1
12951,81,14,2901.4300000000003,207.24500000000003,1490,104,524,1
12953,430,1,498.96,498.96,280,31,0,1
12954,546,1,162.45,162.45,83,10,0,0
12955,0,6,1843.36,307.22666666666663,1526,42,175,1
12956,214,4,521.89,130.4725,340,42,417,0
12957,94,9,6404.72,711.6355555555556,3385,296,542,1
